SPNWR_ID,Species Confirm,Observer,Located,Beach,FullEXC,When did nest hatch?,NESTFATE,MARKED,DPSTK2,INSITSTN2,Nest Not Found,Nest Washed Out,Observation date,Nest Emerge Observer,Nest Emerge Date,Nest Emerge Time,Nest Excavation Observer,Nest Excavation Date,Nest Excavtion Time,Nest Marker Found,Nest Predated,Predated at Pre-Emergence,Predated at Emergence,Predated at Post Emergence,Predated Unknown,Predated by Cat,Predated by Crab,Predated by Dog,Predated by Mongoose,Predated by Night Heron,Predated by Unknown,Predated by Other,Predation Notes,Number of Turtles Predated,Disorientated Nest,Disorientated Cause,Disorientated Pattern Drawn,Live Hatchlings Aliver Emerged,Emerged Observed,Live Hatchlings Date Released,Live Hatchlings Time Released,Live Hatchlings Release Location,Dead Emerged,Dead Emerged (Dehydrated),Dead Emerged Predated,Dead Emerged Entangled,Dead Emerged Unknown,Dead in Nest Dehydrated,Dead In Nest Predated,Dead In Nest Entangled,Dead In Nest Unknown,Live Hatchlings Alive in Nest,Dead in Nest,Yolkless Eggs,Hatched Shells,Full Term Pipped (Live),Full Term Pipped (Dead),Full Term Unpipped (Live),Full Term Unpipped (Dead),Mid Pig Body,Pre-midterm (pigmented eye),Undeveloped,Unfertilized,Unknown Eggs,Total unhatched,Total eggs,Hatch success (%),Hatched Deformed,Type Deformity,Unhatched Deformed Twins,Unhatched Deformed Albinos,Unhatched Deformed Other,Relocated Nests Number of Eggs Reburied,Relocated Nests Number of Yolkless Reburied,Nest Notes,Unhatched Eggs,HatchlingsSampled,YolklessCollected,GeneticNotes,Genetic Nest ID,TempLogEi,TempLogDc,Substrate,Vegetation Type
5252,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,AM,9/14/2012,,AM,9/14/2012,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,1,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,0,0,85,1,11,0,1,0,0,4,0,1,18,103,82.52427184,,,,,,0,0,,,,,,,,,,
5253,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,NOAA,6/18/2013,18:01,"KM, JW",6/20/2013,22:14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,56,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,2,23,61,0,5,0,3,0,1,14,0,4,27,88,69.31818182,,,,,,0,0,,,,,,,,,,
5253,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,AM,9/14/2012,,AM,9/15/2012,16:40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,5,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,84,0,0,0,1,0,0,23,0,0,24,108,77.77777778,,,,,,0,0,,,,,,,,,,
5255,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,LZ,6/16/2013,20:22,JW,6/20/2013,20:44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,3,TRUE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,13,42,0,24,0,3,0,0,2,0,13,42,84,50,,,,,,0,0,Roots in egg chamber,,,,,,,,,
5255,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,,,,AM,9/25/2012,16:00,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,"hole is side of nest, 2 eggshells at surface",0,FALSE,,FALSE,24,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,93,0,14,0,3,0,1,4,0,3,25,118,78.81355932,,,,,,0,0,,,,,,,,,,
5256,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,NOAA,6/23/2013,17:35,"KM, LZ",6/25/2013,23:00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,1,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,52,3,0,0,0,1,3,1,41,0,2,48,51,5.882352941,,,,,,0,0,,,,,,,,,,
5256,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,,,,JV,9/29/2012,16:35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,1,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,0,0,43,1,11,0,36,7,0,12,0,0,67,110,39.09090909,,,,,,0,0,,,,,,,,,,
5257,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,GC,6/21/2013,20:30,"MC, JH",6/23/2013,22:45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,2,FALSE,,,,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,27,51,0,0,0,5,0,1,7,0,3,16,67,76.11940299,,,,,,0,0,,,,,,,,,,
5258,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,NOAA,6/22/2013,17:56,"JH, CK",6/25/2013,0:30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,48,FALSE,6/22/2013,19:32,86,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,34,41,0,0,0,0,0,0,3,0,2,5,46,89.13043478,,,,,,0,0,,,,,,,,,,
5259,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,MC,6/22/2013,23:41,LZ,6/25/2013,3:15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,41,FALSE,6/24/2013,3:45,126,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,36,49,1,4,0,1,1,0,11,0,1,19,68,72.05882353,,,"1 FTU twins, perfectky formed",,,0,0,,,,,,,,,,
5261,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,LZ,6/21/2013,22:43,"LZ, JH",6/24/2013,20:30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,,,,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,8,49,2,1,0,1,0,0,2,0,6,12,61,80.32786885,,,,,,0,0,,,,,,,,,,
5262,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,N/A,,,LZ,6/30/2013,0:30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,,,,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,11,66,0,5,0,1,0,0,5,0,3,14,80,82.5,,,,,,0,0,,,,,,,,,,
5263,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,NOAA,6/21/2013,18:30,"KM, VC",6/23/2013,20:40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,35,FALSE,6/21/2013,22:13,46,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,25,35,0,2,0,0,0,1,15,0,0,18,53,66.03773585,,,,,,0,0,,,,,,,,,,
5264,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,KM,6/20/2013,,LZ,6/22/2013,22:30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,58,TRUE,6/20/2013,0:35,86,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,86,0,64,50,0,1,0,1,2,0,8,0,1,13,63,79.36507937,,,,,,0,0,,,,,,,,,,
5265,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,NOAA,6/23/2013,17:22,LZ,6/25/2013,20:53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,32,53,0,4,0,1,1,0,2,0,0,8,61,86.8852459,,,,,,0,0,,,,,,,,,,
5269,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,N/A,,,JH,6/30/2013,21:15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,3,FALSE,,,,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,29,41,0,3,0,5,5,1,3,0,1,18,59,69.49152542,,,,,,0,0,,,,,,,,,,
5270,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,NOAA,6/27/2013,19:06,JH,6/30/2013,21:20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,21,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,17,19,0,0,0,11,2,3,37,0,2,55,74,25.67567568,,,,,,0,0,,,,,,,,,,
5272,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,NOAA,6/21/2013,18:45,JH,6/23/2013,22:00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,64,FALSE,6/21/2013,20:20,123,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,22,61,0,0,0,1,0,0,9,0,0,10,71,85.91549296,,,,,,0,0,,,,,,,,,,
5273,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,LZ,6/21/2013,22:50,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,14,72,0,0,0,0,1,1,16,0,2,20,92,78.26086957,,,,,,0,0,,,,,,,,,,
5275,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,N/A,,,"JH, KM",7/2/2013,1:40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,21,14,0,11,0,21,5,1,22,0,18,78,92,15.2173913,,,,,,0,0,,,,,,,,,,
5276,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,NOAA,6/26/2013,17:32,"KM, JH",6/29/2013,21:46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,1,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3,15,42,0,0,0,5,0,0,6,0,5,16,58,72.4137931,,,,,,0,0,,,,,,,,,,
5277,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,N/A,,,JH,7/1/2013,21:00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,108,0,1,109,109,0,,,,,,0,0,,,,,,,,,,
5278,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,NOAA,6/23/2013,17:44,JH,6/24/2013,23:15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,28,30,0,35,0,0,0,0,3,0,0,38,68,44.11764706,,,,,,0,0,,,,,,,,,,
5279,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,N/A,,,"LZ, MC, JH",6/2/2013,20:30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,6,32,0,3,0,5,8,2,48,0,9,75,107,29.90654206,,,,,,0,0,,,,,,,,,,
5279,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,N/A,,,"LZ, MC, JH",6/2/2013,20:30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,6,32,0,3,0,5,8,2,48,0,9,75,107,29.90654206,,,,,,0,0,,,,,,,,,,
5280,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,N/A,,,"MC, KM, JH",7/3/2013,20:56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,1,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,40,51,0,0,0,3,1,3,10,0,0,17,68,75,,,,,,0,0,,,,,,,,,,
5281,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,NOAA,6/23/2013,17:58,"SM, LZ",6/25/2013,21:30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,1,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,42,31,0,11,0,0,0,1,12,0,1,25,56,55.35714286,,,,,,0,0,water logged,,,,,,,,,
5282,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,JH,6/24/2013,23:00,"CK, NOAA",6/27/2013,2:30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,46,52,0,0,0,0,0,1,3,0,0,4,56,92.85714286,,,,,,0,0,,,,,,,,,,
5283,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,"CK, JW",6/21/2013,23:30,"CK, LZ",6/23/2013,1:20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,1,FALSE,6/22/2013,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,0,4,75,0,0,0,1,0,0,8,0,0,9,84,89.28571429,,,,,,0,0,,,,,,,,,,
5284,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,NOAA,6/29/2013,19:27,LZ,7/4/2013,2:40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,2,FALSE,,,,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,25,83,0,2,0,0,0,0,8,0,4,14,97,85.56701031,,,,,,0,0,Do not use for nest stats; no complete individuals -all mush. Likely many more dead hatchlings - body parts everywhere.,,,,,,,,,
5285,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,JH,6/26/2013,23:20,"NOAA, LZ, CK",6/29/2013,22:40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,1,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,9,49,1,2,0,0,1,6,9,0,4,23,72,68.05555556,,,,,,0,0,,,,,,,,,,
5286,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,N/A,,,"LZ, CK",7/4/2013,23:10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,33,0,0,0,0,0,0,0,70,0,0,70,70,0,,,,,,0,0,,,,,,,,,,
5288,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,N/A,,,MC,7/5/2013,22:24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,40,17,0,1,0,3,1,3,19,0,15,42,59,28.81355932,,,,,,0,0,Roots in nest - many dehydrated eggs and some unpipped have air pockets; ants inside 1 unpipped egg,,,,,,,,,
5290,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,NOAA,6/28/2013,,"MC, CK",7/2/2013,23:30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,55,33,0,1,0,0,0,2,3,0,0,6,39,84.61538462,,,1 pre-mid,,,0,0,,,,,,,,,,
5291,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,N/A,,,MC,7/5/2013,22:45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,19,2,0,0,0,24,30,1,32,0,14,101,103,1.941747573,,,,,,0,0,Nest less than 10 cm below surface of sand,,,,,,,,,
5296,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,N/A,,,LZ,7/7/2013,23:00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,17,38,0,8,0,1,0,2,26,0,3,40,78,48.71794872,,,,,,0,0,shallow nest,,,,,,,,,
5297,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,MC,6/29/2013,1:43,JH,7/1/2013,1:30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,2,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,9,34,0,0,0,0,2,0,2,0,0,4,38,89.47368421,,,,,,0,0,,,,,,,,,,
5298,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,NOAA,6/27/2013,17:36,LZ,6/30/2013,23:00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,33,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,3,29,43,0,32,0,1,0,1,5,0,7,46,89,48.31460674,,,,,,0,0,,,,,,,,,,
5299,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,NOAA,6/27/2013,18:17,LZ,6/29/2013,21:15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,56,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,19,57,0,1,0,0,4,8,5,0,1,19,76,75,,,,,,0,0,,,,,,,,,,
5300,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,NOAA,6/27/2013,20:15,LZ,6/30/2013,20:30,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fire ants,,0,FALSE,,FALSE,2,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,46,19,0,17,0,32,0,0,9,0,2,60,79,24.05063291,,,2 - full term dead unpipped,,,0,0,,,,,,,,,,
5301,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,NOAA,6/21/2013,,JH,6/25/2013,3:00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,56,0,0,0,0,0,1,16,0,0,17,73,76.71232877,,,,,,0,0,Cm,,,,,,,,,
5303,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,JH,6/28/2013,13:45,JH,6/29/2013,0:00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,0,40,44,0,0,0,0,0,0,4,0,1,5,49,89.79591837,,,,,,0,0,Found hached on day ptrol -excavated same night; live hatchlings caught in roots,,,,,,,,,
5305,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,NOAA,6/25/2013,16:55,LZ,6/27/2013,21:30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,58,FALSE,,,,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,26,63,0,9,0,7,0,0,9,0,0,25,88,71.59090909,,,1 -FTU dead,,,0,0,,,,,,,,,,
5306,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,NOAA,7/2/2013,19:13,"JH, JV, LZ",7/5/2013,21:30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,1,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,44,3,0,0,0,1,6,5,61,0,0,73,76,3.947368421,,,,,,0,0,,,,,,,,,,
5308,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,NOAA,6/29/2013,17:30,LZ,7/2/2013,23:15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,69,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,40,51,0,1,0,0,0,2,9,0,3,15,66,77.27272727,,,,,,0,0,,,,,,,,,,
5309,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,N/A,,,MC,7/8/2013,21:50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,17,0,0,30,0,64,1,0,11,0,1,107,107,0,,,,,,0,0,70 days on 7/8; water in bottom of nest,,,,,,,,,
5311,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,NOAA,6/29/2013,18:58,LZ,7/3/2013,0:10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,15,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,50,15,0,1,0,0,5,0,58,0,4,68,83,18.07228916,,,,,,0,0,,,,,,,,,,
5312,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,NOAA,7/1/2013,17:23,CK,7/4/2013,22:50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,54,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,5,48,56,0,11,0,0,0,0,1,0,3,15,71,78.87323944,,,,,,0,0,,,,,,,,,,
5314,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,N/A,,,CK,7/8/2013,23:20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,39,0,0,0,0,0,0,0,76,0,3,79,79,0,,,,,,0,0,,,,,,,,,,
5315,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,NOAA,6/29/2013,21:20,"LZ, JH",7/2/2013,22:28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,79,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,21,74,0,2,0,0,1,2,14,0,1,20,94,78.72340426,,,,,,0,0,,,,,,,,,,
5316,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,N/A,,,"JH, KM",7/12/2013,0:02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,16,58,0,0,0,0,1,4,8,0,4,17,75,77.33333333,,,,,,0,0,,,,,,,,,,
5317,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,NOAA,7/3/2013,17:31,"JH, CK",7/6/2013,21:20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,53,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,31,52,0,2,0,1,0,0,15,0,4,22,74,70.27027027,,,,,,0,0,,,,,,,,,,
