Table,SPNWR_ID,SpeciesCode,OriginalTagID,Neophyte,DateOfActivity,Result,DP Stake,InSituStake1,CurvedCarapaceLength_NtoN,CurvedCarapaceWidth
SPNWR,9068,Dc,AAR544,,4/28/1997,Dry Run,,182,,
SPNWR,9077,Dc,AAR544,,4/29/1997,Dry Run,,181,,
SPNWR,8801,Dc,AAR544,,4/30/1997,In Situ,,143,,
SPNWR,9216,Dc,AAR544,,5/9/1997,Dry Run,,149,,
SPNWR,9225,Dc,AAR544,,5/9/1997,Dry Run,,142,,
SPNWR,9244,Dc,AAR544,,5/10/1997,In Situ,,177,152.8,106.6
SPNWR,9345,Dc,AAR544,,5/20/1997,Dry Run,,155,,
SPNWR,9346,Dc,AAR544,,5/20/1997,Relocate,,160,151.6,104.1
SPNWR,9185,Dc,AAR544,,5/28/1997,Dry Run,,0,,
SPNWR,9486,Dc,AAR544,,5/29/1997,Dry Run,,188,,
SPNWR,9187,Dc,AAR544,,5/30/1997,Dry Run,,150,,
SPNWR,9503,Dc,AAR544,,5/30/1997,Dry Run,,171,,
SPNWR,9507,Dc,AAR544,,5/30/1997,Dry Run,,156,,
SPNWR,9509,Dc,AAR544,,5/31/1997,In Situ,,170,152,106.3
SPNWR,9681,Dc,AAR544,,6/10/1997,Dry Run,,144,,
SPNWR,9684,Dc,AAR544,,6/11/1997,In Situ,,192,151.9,104.2
SPNWR,11088,Dc,AAR544,,4/9/2000,Dry Run,,150,,
SPNWR,11223,Dc,AAR544,,4/9/2000,Dry Run,,162,,
SPNWR,11232,Dc,AAR544,,4/10/2000,Dry Run,,173,,
SPNWR,11329,Dc,AAR544,,4/23/2000,In Situ,,177,150.5,109.1
SPNWR,11423,Dc,AAR544,,5/2/2000,Relocate,,149,155.4,109
SPNWR,11561,Dc,AAR544,,5/11/2000,Dry Run,,88,,
SPNWR,11571,Dc,AAR544,,5/12/2000,Relocate,,148,155.5,108.4
SPNWR,11660,Dc,AAR544,,5/22/2000,In Situ,,174,155.7,108
SPNWR,11746,Dc,AAR544,,6/1/2000,In Situ,,189,,
SPNWR,11489,Dc,AAR544,,6/9/2000,In Situ,,188,152.5,109
SPNWR,11491,Dc,AAR544,,6/19/2000,Dry Run,,192,,
SPNWR,11809,Dc,AAR544,,6/20/2000,In Situ,,193,155.3,108.3
SPNWR,17,Dc,AAR544,,4/4/2002,Relocate,,154,157.3,110.6
SPNWR,271,Dc,AAR544,,4/14/2002,In Situ,,174,157.8,111.1
SPNWR,372,Dc,AAR544,,4/25/2002,In Situ,,174,157,110
SPNWR,471,Dc,AAR544,,5/4/2002,Relocate,,166,,
SPNWR,579,Dc,AAR544,,5/16/2002,Dry Run,,74,,
SPNWR,588,Dc,AAR544,,5/16/2002,Dry Run,,151,,
SPNWR,595,Dc,AAR544,,5/17/2002,In Situ,,184,156.1,109.4
SPNWR,746,Dc,AAR544,,5/26/2002,Track Only,,176,,
SPNWR,752,Dc,AAR544,,5/26/2002,Dry Run,,143,,
SPNWR,754,Dc,AAR544,,5/26/2002,Track Only,,169,,
SPNWR,764,Dc,AAR544,,5/26/2002,Dry Run,,166,,
SPNWR,767,Dc,AAR544,,5/27/2002,In Situ,,186,156.9,109.9
SPNWR,865,Dc,AAR544,,6/4/2002,Track Only,,194,,
SPNWR,870,Dc,AAR544,,6/5/2002,In Situ,,163,157.2,111
SPNWR,940,Dc,AAR544,,6/14/2002,Dry Run,,168,,
SPNWR,634,Dc,AAR544,,6/15/2002,Dry Run,,155,,
SPNWR,955,Dc,AAR544,,6/16/2002,Relocate,,160,159,115
SPNWR,1057,Dc,AAR544,,7/4/2002,In Situ,,190,157.1,110.1
SPNWR,2589,Dc,AAR544,,4/9/2004,Dry Run,,157,,
SPNWR,2596,Dc,AAR544,,4/9/2004,Dry Run,,120,,
SPNWR,2608,Dc,AAR544,,4/11/2004,In Situ,,182,157,100.9
SPNWR,2682,Dc,AAR544,,4/21/2004,Relocate,,153,157.5,111.1
SPNWR,2766,Dc,AAR544,,5/1/2004,In Situ,,120,157.9,110.8
SPNWR,2883,Dc,AAR544,,5/11/2004,Dry Run,,160,,
SPNWR,2889,Dc,AAR544,,5/11/2004,In Situ,,172,156.8,108.1
SPNWR,3035,Dc,AAR544,,5/29/2004,Dry Run,,170,,
SPNWR,2792,Dc,AAR544,,5/30/2004,In Situ,,177,158.3,113
SPNWR,3111,Dc,AAR544,,6/7/2004,Track Only,,178,,
SPNWR,3121,Dc,AAR544,,6/9/2004,Relocate,,159,156.7,110.2
SPNWR,3160,Dc,AAR544,,6/22/2004,Relocate,,163,157.5,111.5
SPNWR,3179,Dc,AAR544,,7/2/2004,Dry Run,,169,,
SPNWR,3188,Dc,AAR544,,7/3/2004,Dry Run,,88,,
SPNWR,3192,Dc,AAR544,,7/4/2004,Dry Run,,141,,
SPNWR,3194,Dc,AAR544,,7/5/2004,Dry Run,,180,,
SPNWR,14214,Dc,AAR544,,4/9/2007,Relocate,,142,160.1,112
SPNWR,14311,Dc,AAR544,,4/19/2007,In Situ,,187,158.9,111.4
SPNWR,14410,Dc,AAR544,,4/29/2007,Relocate,,150,158.5,113.25
SPNWR,14522,Dc,AAR544,,5/8/2007,Relocate,,151,159.2,111.7
SPNWR,14673,Dc,AAR544,,5/18/2007,In Situ,,185,158.5,112
SPNWR,14827,Dc,AAR544,,5/27/2007,In Situ,,158,160,112
SPNWR,14948,Dc,AAR544,,6/5/2007,Relocate,,147,158.6,115.7
SPNWR,15046,Dc,AAR544,,6/16/2007,Dry Run,,178,,
SPNWR,15059,Dc,AAR544,,6/17/2007,In Situ,,187,159.9,111.5
SPNWR,15137,Dc,AAR544,,6/27/2007,Relocate,,182,160,111
SPNWR,16327,Dc,AAR544,,4/8/2009,In Situ,,177,159.1,112.6
SPNWR,16593,Dc,AAR544,,4/28/2009,In Situ,,177,159.4,111.5
SPNWR,16739,Dc,AAR544,,5/8/2009,Dry Run,,185,,
SPNWR,16759,Dc,AAR544,,5/9/2009,In Situ,,181,157.6,113.2
SPNWR,17069,Dc,AAR544,,5/28/2009,In Situ,,182,159.2,113.5
SPNWR,17184,Dc,AAR544,,6/6/2009,In Situ,,179,161.4,113.8
SPNWR,17294,Dc,AAR544,,6/17/2009,Dry Run,,157,,
SPNWR,17301,Dc,AAR544,,6/17/2009,In Situ,,186,160,113.3
SPNWR,17359,Dc,AAR544,,6/26/2009,Relocate,,161,158.3,111.6
SPNWR,17396,Dc,AAR544,,7/7/2009,In Situ,,187,158.4,113.3
SPNWR,31203,Dc,AAR544,,4/25/2011,Lay,,178,158.5,111.8
SPNWR,31447,Dc,AAR544,,5/28/2011,Lay,,174,161.1,116.5
SPNWR,31602,Dc,AAR544,,6/7/2011,Lay,,153,159.1,112
SPNWR,31645,Dc,AAR544,,6/18/2011,Lay,,142,161,112.5
SPActivity,8238,Dc,AAR544,,4/18/2016,Lay,,188,162,129.1
SPNWR,8141,Dc,AAR545,,4/8/1995,Relocate,,168,154.4,114.3
SPNWR,8178,Dc,AAR545,,4/20/1995,Relocate,,168,154.1,114.4
SPNWR,8217,Dc,AAR545,,4/30/1995,In Situ,,179,154.4,113.8
SPNWR,8256,Dc,AAR545,,5/9/1995,Relocate,,152,,
SPNWR,8298,Dc,AAR545,,5/18/1995,Relocate,,169,153.8,114.1
SPNWR,8377,Dc,AAR545,,5/27/1995,Relocate,,152,154,113.4
SPNWR,8430,Dc,AAR545,,6/6/1995,Relocate,,150,154.3,113.8
SPNWR,8470,Dc,AAR545,,6/15/1995,Dry Run,,169,,
SPNWR,8473,Dc,AAR545,,6/16/1995,In Situ,,167,153.5,114.5
SPNWR,10038,Dc,AAR545,,4/16/1998,Relocate,,145,155.8,115.5
SPNWR,10072,Dc,AAR545,,4/26/1998,In Situ,,172,154.8,115.5
SPNWR,9941,Dc,AAR545,,5/6/1998,Relocate,,158,155.6,114.7
SPNWR,10143,Dc,AAR545,,5/16/1998,Relocate,,152,155.2,115.4
SPNWR,10168,Dc,AAR545,,5/25/1998,In Situ,,185,155.9,115.4
SPNWR,10182,Dc,AAR545,,6/2/1998,In Situ,,184,,
SPNWR,10198,Dc,AAR545,,6/11/1998,Relocate,,160,155.3,115.1
SPNWR,11225,Dc,AAR545,,4/9/2000,Relocate,,155,157.3,117
SPNWR,11309,Dc,AAR545,,4/20/2000,Probable Lay,,191,155.7,117.2
SPNWR,11401,Dc,AAR545,,4/29/2000,In Situ,,183,,
SPNWR,11534,Dc,AAR545,,5/9/2000,Relocate,,155,156.4,116.3
SPNWR,11630,Dc,AAR545,,5/19/2000,Dry Run,,147,,
SPNWR,11657,Dc,AAR545,,5/22/2000,Relocate,,158,,
SPNWR,11739,Dc,AAR545,,5/31/2000,In Situ,,167,,
SPNWR,11787,Dc,AAR545,,6/14/2000,Probable Lay,,170,,
SPNWR,11820,Dc,AAR545,,6/23/2000,In Situ,,167,157.2,116.7
SPNWR,11848,Dc,AAR545,,7/3/2000,In Situ,,186,156.3,116.4
SPNWR,2598,Dc,AAR545,,4/10/2004,Relocate,,185,157.1,118.5
SPNWR,2678,Dc,AAR545,,4/21/2004,In Situ,,172,157.5,118
SPNWR,2767,Dc,AAR545,,5/1/2004,In Situ,,118,157.2,118.9
SPNWR,2882,Dc,AAR545,,5/10/2004,In Situ,,169,156.2,117.4
SPNWR,2936,Dc,AAR545,,5/18/2004,Track Only,,166,,
SPNWR,2951,Dc,AAR545,,5/19/2004,Relocate,,153,157.1,117.6
SPNWR,3032,Dc,AAR545,,5/29/2004,In Situ,,162,156.9,117.3
SPNWR,3108,Dc,AAR545,,6/7/2004,Relocate,,144,156.8,118
SPNWR,15320,Dc,AAR545,,4/7/2008,Probable Lay,,163,157.3,118.4
SPNWR,15383,Dc,AAR545,,4/17/2008,Track Only,,,,
SPNWR,15387,Dc,AAR545,,4/18/2008,In Situ,,168,157.9,117.9
SPNWR,15465,Dc,AAR545,,4/27/2008,Probable Lay,,170,,
SPNWR,15552,Dc,AAR545,,5/8/2008,In Situ,,184,158.6,117.8
SPNWR,17719,Dc,AAR545,,4/13/2010,In Situ,,174,158.8,119
SPNWR,17991,Dc,AAR545,,6/2/2010,In Situ,,180,158.1,119.1
SPNWR,18097,Dc,AAR545,,6/14/2010,In Situ,,170,159.2,118.3
SPNWR,8143,Dc,AAR548,,4/8/1995,Dry Run,,116,,
SPNWR,8158,Dc,AAR548,,4/14/1995,In Situ,,78,,
SPNWR,8190,Dc,AAR548,,4/24/1995,In Situ,,77,155,109.6
SPNWR,8229,Dc,AAR548,,5/3/1995,In Situ,,167,,
SPNWR,8275,Dc,AAR548,,5/12/1995,In Situ,,157,155.7,111.9
SPNWR,8351,Dc,AAR548,,5/21/1995,Relocate,,148,,
SPNWR,8405,Dc,AAR548,,5/31/1995,In Situ,,164,155.1,109.4
SPNWR,8317,Dc,AAR548,,6/11/1995,Dry Run,,163,,
SPNWR,8453,Dc,AAR548,,6/12/1995,Relocate,,155,,
SPNWR,8884,Dc,AAR548,,4/7/1997,Dry Run,,106,,
SPNWR,8888,Dc,AAR548,,4/8/1997,Dry Run,,77,,
SPNWR,8891,Dc,AAR548,,4/8/1997,Dry Run,,155,,
SPNWR,8913,Dc,AAR548,,4/10/1997,Dry Run,,155,,
SPNWR,8916,Dc,AAR548,,4/11/1997,Relocate,,152,156.4,112.6
SPNWR,8982,Dc,AAR548,,4/20/1997,Relocate,,171,155.8,110.5
SPNWR,8798,Dc,AAR548,,4/29/1997,In Situ,,179,,
SPNWR,9206,Dc,AAR548,,5/8/1997,Dry Run,,185,,
SPNWR,9212,Dc,AAR548,,5/8/1997,In Situ,,185,,
SPNWR,9167,Dc,AAR548,,5/17/1997,In Situ,,171,156.1,109.6
SPNWR,9426,Dc,AAR548,,5/26/1997,Dry Run,,149,,
SPNWR,9446,Dc,AAR548,,5/27/1997,Dry Run,,0,157.7,112
SPNWR,9467,Dc,AAR548,,5/28/1997,Relocate,,143,155.4,111.1
SPNWR,9546,Dc,AAR548,,6/7/1997,Dry Run,,150,,
SPNWR,9652,Dc,AAR548,,6/8/1997,Dry Run,,156,155,111.1
SPNWR,9662,Dc,AAR548,,6/8/1997,In Situ,,145,155.5,112.6
SPNWR,9772,Dc,AAR548,,6/21/1997,In Situ,,112,155.3,110.6
SPNWR,11252,Dc,AAR548,,4/12/2000,Dry Run,,143,,
SPNWR,11256,Dc,AAR548,,4/13/2000,Relocate,,158,156.5,112.4
SPNWR,11326,Dc,AAR548,,4/22/2000,In Situ,,161,157.4,112.3
SPNWR,11416,Dc,AAR548,,5/1/2000,In Situ,,154,157.1,111.9
SPNWR,11539,Dc,AAR548,,5/9/2000,Relocate,,156,158,112.5
SPNWR,11639,Dc,AAR548,,5/19/2000,In Situ,,75,156.8,112.5
SPNWR,11786,Dc,AAR548,,6/14/2000,In Situ,,113,157,114
SPNWR,238,Dc,AAR548,,4/1/2002,In Situ,,158,158.2,113.8
SPNWR,47,Dc,AAR548,,4/11/2002,In Situ,,87,157.7,112.5
SPNWR,318,Dc,AAR548,,4/20/2002,In Situ,,110,158.2,113.2
SPNWR,409,Dc,AAR548,,4/29/2002,Dry Run,,63,,
SPNWR,418,Dc,AAR548,,4/30/2002,In Situ,,168,158.2,115.5
SPNWR,527,Dc,AAR548,,5/10/2002,In Situ,,171,157.4,112.3
SPNWR,666,Dc,AAR548,,5/19/2002,Relocate,,147,159,112.7
SPNWR,790,Dc,AAR548,,5/28/2002,Dry Run,,182,,
SPNWR,795,Dc,AAR548,,5/29/2002,Dry Run,,165,,
SPNWR,817,Dc,AAR548,,5/30/2002,In Situ,,174,158,112.9
SPNWR,904,Dc,AAR548,,6/9/2002,In Situ,,172,158,113.7
SPNWR,2634,Dc,AAR548,,4/15/2004,In Situ,,187,159.6,114
SPNWR,2714,Dc,AAR548,,4/24/2004,In Situ,,152,159.8,113.4
SPNWR,2818,Dc,AAR548,,5/4/2004,In Situ,,163,160,112.9
SPNWR,2966,Dc,AAR548,,5/23/2004,Dry Run,,158,,
SPNWR,2973,Dc,AAR548,,5/23/2004,Dry Run,,149,,
SPNWR,2992,Dc,AAR548,,5/24/2004,In Situ,,169,158.25,114.75
SPNWR,3061,Dc,AAR548,,6/2/2004,Dry Run,,107,,
SPNWR,3075,Dc,AAR548,,6/3/2004,Dry Run,,157,,
SPNWR,3094,Dc,AAR548,,6/5/2004,In Situ,,120,159,114.5
SPNWR,15382,Dc,AAR548,,4/17/2008,In Situ,,170,160.3,114.2
SPNWR,15460,Dc,AAR548,,4/27/2008,In Situ,,183,159.2,115.2
SPNWR,15530,Dc,AAR548,,5/5/2008,Track Only,,189,,
SPNWR,15537,Dc,AAR548,,5/6/2008,In Situ,,143,159.4,114
SPNWR,8142,Dc,AAR549,,4/8/1995,Relocate,,191,,
SPNWR,8182,Dc,AAR549,,4/21/1995,In Situ,,170,148,109.3
SPNWR,8221,Dc,AAR549,,5/1/1995,In Situ,,174,,
SPNWR,8261,Dc,AAR549,,5/10/1995,Dry Run,,171,,
SPNWR,8270,Dc,AAR549,,5/11/1995,Relocate,,188,147.9,110.5
SPNWR,8346,Dc,AAR549,,5/20/1995,Relocate,,144,147.8,110.2
SPNWR,8397,Dc,AAR549,,5/30/1995,In Situ,,159,147.3,106.9
SPNWR,8459,Dc,AAR549,,6/13/1995,In Situ,,87,,
SPNWR,8493,Dc,AAR549,,6/25/1995,Probable Lay,,111,,
SPNWR,8179,Dc,AAR561,,4/20/1995,Relocate,,167,141.5,100
SPNWR,8218,Dc,AAR561,,5/1/1995,Relocate,,181,141.3,99.4
SPNWR,8279,Dc,AAR561,,5/13/1995,In Situ,,181,,
SPNWR,8357,Dc,AAR561,,5/22/1995,Relocate,,151,142.2,99.7
SPNWR,8310,Dc,AAR561,,6/1/1995,In Situ,,181,,
SPNWR,8466,Dc,AAR561,,6/14/1995,Relocate,,191,142.4,100.6
SPNWR,8146,Dc,AAR564,,4/10/1995,In Situ,,159,160.5,116.4
SPNWR,8183,Dc,AAR564,,4/21/1995,In Situ,,163,160.1,115.7
SPNWR,8211,Dc,AAR564,,4/29/1995,Dry Run,,155,,
SPNWR,8214,Dc,AAR564,,4/29/1995,Probable Lay,,151,160.5,117.5
SPNWR,8250,Dc,AAR564,,5/8/1995,Relocate,,156,160.4,117.2
SPNWR,8303,Dc,AAR564,,5/18/1995,Probable Lay,,161,,
SPNWR,8374,Dc,AAR564,,5/27/1995,Probable Lay,,172,160.1,
SPNWR,8423,Dc,AAR564,,6/5/1995,Probable Lay,,169,160.1,115.9
SPNWR,8476,Dc,AAR564,,6/17/1995,In Situ,,167,161.3,115.5
SPNWR,8866,Dc,AAR564,,4/5/1997,In Situ,,179,161.8,116.4
SPNWR,8936,Dc,AAR564,,4/14/1997,Relocate,,165,168,122
SPNWR,9016,Dc,AAR564,,4/24/1997,Dry Run,,150,,
SPNWR,9026,Dc,AAR564,,4/25/1997,In Situ,,180,,
SPNWR,9110,Dc,AAR564,,5/3/1997,Relocate,,156,161.6,115.3
SPNWR,9233,Dc,AAR564,,5/10/1997,Relocate,,165,161.3,116.2
SPNWR,9323,Dc,AAR564,,5/18/1997,Relocate,,157,161.3,116.7
SPNWR,9429,Dc,AAR564,,5/27/1997,Dry Run,,186,,
SPNWR,9438,Dc,AAR564,,5/27/1997,Dry Run,,185,,
SPNWR,9448,Dc,AAR564,,5/27/1997,Dry Run,,181,,
SPNWR,9458,Dc,AAR564,,5/28/1997,Dry Run,,179,,
SPNWR,9473,Dc,AAR564,,5/28/1997,Dry Run,,178,,
SPNWR,9476,Dc,AAR564,,5/29/1997,Dry Run,,158,161.2,114.8
SPNWR,9548,Dc,AAR564,,6/7/1997,In Situ,,167,,
SPNWR,9758,Dc,AAR564,,6/19/1997,Relocate,,160,161.6,115.9
SPNWR,10284,Dc,AAR564,,4/11/1999,In Situ,,173,160,116.5
SPNWR,10360,Dc,AAR564,,4/20/1999,Dry Run,,167,,
SPNWR,10361,Dc,AAR564,,4/20/1999,Dry Run,,148,,
SPNWR,10371,Dc,AAR564,,4/21/1999,Dry Run,,,,
SPNWR,10372,Dc,AAR564,,4/21/1999,Relocate,,165,162.8,117.9
SPNWR,10446,Dc,AAR564,,4/29/1999,In Situ,,185,161.2,116.5
SPNWR,10544,Dc,AAR564,,5/7/1999,In Situ,,172,,
SPNWR,10618,Dc,AAR564,,5/14/1999,Dry Run,,180,,
SPNWR,10636,Dc,AAR564,,5/16/1999,Dry Run,,188,,
SPNWR,10639,Dc,AAR564,,5/16/1999,Dry Run,,182,,
SPNWR,10339,Dc,AAR564,,5/17/1999,In Situ,,176,162.2,117.5
SPNWR,10782,Dc,AAR564,,5/26/1999,Relocate,,163,,
SPNWR,10827,Dc,AAR564,,6/4/1999,Dry Run,,193,,
SPNWR,10831,Dc,AAR564,,6/4/1999,In Situ,,,161,116.5
SPNWR,10957,Dc,AAR564,,6/13/1999,Relocate,,155,162,118.5
SPNWR,11001,Dc,AAR564,,6/21/1999,Relocate,,161,159.3,109.5
SPNWR,11078,Dc,AAR564,,7/4/1999,Dry Run,,139,,
SPNWR,8154,Dc,AAR567,,4/14/1995,In Situ,,121,153.6,106.5
SPNWR,8186,Dc,AAR567,,4/23/1995,Dry Run,,115,,
SPNWR,8189,Dc,AAR567,,4/24/1995,Relocate,,142,154.5,106.3
SPNWR,8234,Dc,AAR567,,5/4/1995,In Situ,,174,154,106.4
SPNWR,8286,Dc,AAR567,,5/14/1995,In Situ,,66,154.5,108
SPNWR,8436,Dc,AAR567,,6/7/1995,Relocate,,158,155.2,107.8
SPNWR,8475,Dc,AAR567,,6/17/1995,Relocate,,171,153.4,109
SPNWR,8499,Dc,AAR567,,6/28/1995,Dry Run,,179,,
SPNWR,8867,Dc,AAR567,,4/5/1997,In Situ,,96,,
SPNWR,9056,Dc,AAR567,,4/27/1997,In Situ,,178,157.4,108.2
SPNWR,9149,Dc,AAR567,,5/6/1997,In Situ,,92,,
SPNWR,9287,Dc,AAR567,,5/16/1997,Relocate,,151,156.1,107.2
SPNWR,9418,Dc,AAR567,,5/26/1997,Relocate,,159,157.2,109.2
SPNWR,9583,Dc,AAR567,,6/4/1997,Dry Run,,160,157.1,105.6
SPNWR,9602,Dc,AAR567,,6/5/1997,In Situ,,170,157,108.6
SPNWR,9720,Dc,AAR567,,6/14/1997,Dry Run,,113,,
SPNWR,9725,Dc,AAR567,,6/15/1997,In Situ,,189,,
SPNWR,9820,Dc,AAR567,,6/25/1997,Relocate,,174,157,107.4
SPNWR,11200,Dc,AAR567,,4/6/2000,In Situ,,185,158.7,110.6
SPNWR,11268,Dc,AAR567,,4/15/2000,Dry Run,,0,,
SPNWR,11275,Dc,AAR567,,4/16/2000,Dry Run,,169,,
SPNWR,11283,Dc,AAR567,,4/17/2000,Relocate,,180,158,109.4
SPNWR,11367,Dc,AAR567,,4/26/2000,Dry Run,,168,,
SPNWR,11102,Dc,AAR567,,4/27/2000,Relocate,,149,159.2,109.2
SPNWR,11502,Dc,AAR567,,5/6/2000,Relocate,,159,159.1,110
SPNWR,11623,Dc,AAR567,,5/18/2000,In Situ,,178,158.9,109
SPNWR,11710,Dc,AAR567,,5/27/2000,Relocate,,155,158.2,111
SPNWR,244,Dc,AAR567,,4/2/2002,In Situ,,178,159.9,110.1
SPNWR,179,Dc,AAR567,,4/13/2002,In Situ,,186,160.3,113.1
SPNWR,335,Dc,AAR567,,4/22/2002,In Situ,,175,159.3,109.9
SPNWR,2,Dc,AAR567,,5/2/2002,Relocate,,166,159.4,110.6
SPNWR,529,Dc,AAR567,,5/10/2002,Dry Run,,168,,
SPNWR,536,Dc,AAR567,,5/11/2002,In Situ,,174,159,111.1
SPNWR,667,Dc,AAR567,,5/19/2002,Track Only,,147,,
SPNWR,669,Dc,AAR567,,5/19/2002,Relocate,,165,160,111
SPNWR,784,Dc,AAR567,,5/28/2002,Relocate,,172,160.2,110.5
SPNWR,791,Dc,AAR567,,5/29/2002,Relocate,,168,160.5,110.6
SPNWR,893,Dc,AAR567,,6/8/2002,In Situ,,163,162,111.5
SPNWR,966,Dc,AAR567,,6/18/2002,Relocate,,166,160.1,110
SPNWR,8206,Dc,AAR570,,4/28/1995,Relocate,,170,146.8,100.3
SPNWR,8259,Dc,AAR570,,5/9/1995,Relocate,,157,146.4,99
SPNWR,8304,Dc,AAR570,,5/18/1995,In Situ,,176,146.9,108.8
SPNWR,8388,Dc,AAR570,,5/29/1995,Dry Run,,150,,
SPNWR,8398,Dc,AAR570,,5/30/1995,Dry Run,,143,,
SPNWR,8265,Dc,AAR571,,5/10/1995,Relocate,,182,151.1,110.2
SPNWR,8343,Dc,AAR571,,5/19/1995,In Situ,,172,151.4,109.4
SPNWR,8384,Dc,AAR571,,5/29/1995,Dry Run,,113,,
SPNWR,8389,Dc,AAR571,,5/29/1995,Relocate,,153,151,111.5
SPNWR,8439,Dc,AAR571,,6/8/1995,Dry Run,,173,,
SPNWR,8445,Dc,AAR571,,6/10/1995,Relocate,,145,151,109.8
SPNWR,8219,Dc,AAR572,,5/1/1995,Dry Run,,99,,
SPNWR,8223,Dc,AAR572,,5/2/1995,Probable Lay,,173,,
SPNWR,8263,Dc,AAR572,,5/10/1995,Relocate,,149,150.7,110.5
SPNWR,8300,Dc,AAR572,,5/18/1995,Relocate,,185,150.7,111.4
SPNWR,8372,Dc,AAR572,,5/26/1995,Relocate,,178,150.4,110
SPNWR,11213,Dc,AAR572,,4/8/2000,Relocate,,147,151.5,111
SPNWR,11277,Dc,AAR572,,4/17/2000,In Situ,,180,151.9,110.5
SPNWR,11104,Dc,AAR572,,4/27/2000,Dry Run,,167,,
SPNWR,11375,Dc,AAR572,,4/27/2000,Dry Run,,181,,
SPNWR,11386,Dc,AAR572,,4/28/2000,In Situ,,91,152.8,101.9
SPNWR,11465,Dc,AAR572,,5/6/2000,Relocate,,168,153.4,112.3
SPNWR,11601,Dc,AAR572,,5/16/2000,In Situ,,98,152.4,111
SPNWR,82,Dc,AAR572,,4/2/2002,In Situ,,160,153,114.1
SPNWR,245,Dc,AAR572,,4/2/2002,Dry Run,,83,,
SPNWR,44,Dc,AAR572,,4/11/2002,In Situ,,172,153.5,113.4
SPNWR,182,Dc,AAR572,,4/20/2002,Relocate,,147,,
SPNWR,320,Dc,AAR572,,4/20/2002,Dry Run,,153,,
SPNWR,405,Dc,AAR572,,4/29/2002,Dry Run,,181,,
SPNWR,417,Dc,AAR572,,4/30/2002,In Situ,,189,153,113
SPNWR,504,Dc,AAR572,,5/8/2002,Track Only,,,,
SPNWR,512,Dc,AAR572,,5/8/2002,Dry Run,,179,,
SPNWR,208,Dc,AAR572,,5/10/2002,In Situ,,166,153.3,111.9
SPNWR,636,Dc,AAR572,,5/17/2002,Track Only,,159,,
SPNWR,639,Dc,AAR572,,5/18/2002,Relocate,,160,152.5,113.1
SPNWR,759,Dc,AAR572,,5/26/2002,Dry Run,,179,,
SPNWR,771,Dc,AAR572,,5/27/2002,Relocate,,159,152.8,112.2
SPNWR,8255,Dc,AAR573,,5/9/1995,Relocate,,156,150.7,
SPNWR,8794,Dc,AAR573,,4/25/1997,Dry Run,,159,,
SPNWR,9051,Dc,AAR573,,4/26/1997,Relocate,,158,,
SPNWR,9211,Dc,AAR573,,5/8/1997,In Situ,,172,,
SPNWR,9339,Dc,AAR573,,5/19/1997,In Situ,,148,152.9,109.9
SPNWR,9497,Dc,AAR573,,5/29/1997,Dry Run,,80,,
SPNWR,9675,Dc,AAR573,,6/10/1997,In Situ,,171,151.8,108.8
SPNWR,9812,Dc,AAR573,,6/25/1997,Relocate,,146,152.2,
SPNWR,8196,Dc,AAR574,,4/25/1995,Dry Run,,93,,
SPNWR,8199,Dc,AAR574,,4/25/1995,Dry Run,,116,,
SPNWR,8204,Dc,AAR574,,4/27/1995,Relocate,,149,143,105
SPNWR,8287,Dc,AAR574,,5/14/1995,Relocate,,143,142.4,103.1
SPNWR,8496,Dc,AAR574,,6/26/1995,Probable Lay,,87,,
SPNWR,11218,Dc,AAR574,,4/8/2000,Dry Run,,172,,
SPNWR,11241,Dc,AAR574,,4/10/2000,In Situ,,100,150.4,109.6
SPNWR,8258,Dc,AAR575,,5/9/1995,Relocate,,176,152.3,111.8
SPNWR,8362,Dc,AAR575,,5/23/1995,Relocate,,185,153.5,111.5
SPNWR,8482,Dc,AAR575,,6/19/1995,Relocate,,160,152.5,110.9
SPNWR,10305,Dc,AAR575,,4/15/1999,In Situ,,193,158.9,116.8
SPNWR,10420,Dc,AAR575,,4/27/1999,In Situ,,183,158.8,117.3
SPNWR,10537,Dc,AAR575,,5/7/1999,In Situ,,182,158,129
SPNWR,10630,Dc,AAR575,,5/16/1999,In Situ,,192,158.2,117
SPNWR,10767,Dc,AAR575,,5/24/1999,Dry Run,,177,,
SPNWR,10769,Dc,AAR575,,5/25/1999,In Situ,,190,159,114.9
SPNWR,10699,Dc,AAR575,,6/2/1999,In Situ,,179,159.3,116.5
SPNWR,10931,Dc,AAR575,,6/10/1999,In Situ,,186,159.5,120
SPNWR,10985,Dc,AAR575,,6/18/1999,In Situ,,180,158.7,128.5
SPNWR,11051,Dc,AAR575,,6/28/1999,Relocate,,155,167,120
SPNWR,11944,Dc,AAR575,,4/8/2001,In Situ,,118,160.6,119
SPNWR,12041,Dc,AAR575,,4/18/2001,In Situ,,122,160.4,118
SPNWR,12153,Dc,AAR575,,4/27/2001,In Situ,,91,159.5,118.5
SPNWR,12283,Dc,AAR575,,5/5/2001,Dry Run,,,,
SPNWR,12307,Dc,AAR575,,5/8/2001,In Situ,,161,161.7,121.7
SPNWR,12476,Dc,AAR575,,5/16/2001,In Situ,,106,159.5,117.5
SPNWR,12673,Dc,AAR575,,5/24/2001,In Situ,,195,159.5,119
